frame,nose_x,nose_y,left-eye_x,left-eye_y,right-eye_x,right-eye_y,left-ear_x,left-ear_y,right-ear_x,right-ear_y,left-shoulder_x,left-shoulder_y,right-shoulder_x,right-shoulder_y,left-elbow_x,left-elbow_y,right-elbow_x,right-elbow_y,left-wrist_x,left-wrist_y,right-wrist_x,right-wrist_y,left-hip_x,left-hip_y,right-hip_x,right-hip_y,left-knee_x,left-knee_y,right-knee_x,right-knee_y,left-ankle_x,left-ankle_y,right-ankle_x,right-ankle_y,frame_height,frame_width,tracking_id,dist_ear_nose,look_down
4,1371.6918734320466,398.4870447234529,1389.7156524678664,380.82137872223524,1352.312183011216,383.987125029678,0.0,0.0,1324.8420958908387,396.86758054311747,1537.9399235115227,510.72097673054685,1298.6183810022594,494.2195627623849,0.0,0.0,1305.8044317269475,619.6357780213273,0.0,0.0,1348.6861850053224,690.638540030025,0.0,0.0,1333.8721664221873,717.5119050024292,0.0,0.0,681.1420130311417,419.3510324854829,0.0,0.0,0.0,0.0,1080.0,1920.0,6,1.6194641803354557,True
5,0.0,0.0,0.0,0.0,0.0,0.0,1641.3167949779233,0.0,0.0,0.0,1586.427130813049,289.15626110950984,0.0,0.0,1398.5287293915167,978.5703992091327,0.0,0.0,1310.2552743087451,783.9148109306902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,7,0.0,True
5,449.2070549668436,506.02998504303906,468.41456641226927,478.0388467200032,411.8415568806005,485.8775957312368,503.7775555671,488.8835209738814,362.03518160847625,509.89944010380674,564.0970921856667,614.2695175934649,310.73412982033415,628.1166335098835,640.3650387275653,739.0106673013782,166.36469002294788,734.4560890719655,471.9451916540378,768.3949998732726,316.5144546045862,750.2070505699862,533.0471717055211,920.0907399389051,369.2088247201287,927.9694158611009,77.40781321589427,147.14240162752805,374.18532163533615,1006.4432333663901,0.0,0.0,0.0,0.0,1080.0,1920.0,2,-3.8694550607676774,False
5,1323.2020586163467,319.6838487784637,1338.580397739238,301.37129906361764,1307.2195357300322,305.2044311326331,1370.4025333985055,297.514096090137,1291.2143608869314,307.59000391791284,1405.4828346663398,360.59032306456584,1281.7752019552272,359.5228257811803,0.0,0.0,1234.7144199945478,413.3775214390496,0.0,0.0,1219.4940005603341,445.08882290809436,0.0,0.0,1301.3361557368312,511.97195475847326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,3,12.09384486055086,True
5,590.2983850413816,369.2495118110888,604.7200494472928,350.6421462283038,567.1480231423701,353.8350267885493,624.6658514887292,359.9756321621756,531.9873466499049,368.49125388145495,669.8057592865345,460.8829631246419,497.66404243729824,468.3680973764198,692.719826031689,579.7809480086397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,4,0.7582579296338281,True
5,755.195224289683,317.2906077376897,768.6593551348341,304.5624983813174,740.604542158371,306.3081529492922,792.4107464130467,307.94402784288667,719.0731371743121,312.4506765307133,829.4545650207834,365.905528824725,689.8786910113678,366.5808497680129,851.2499372929929,428.6727055217163,646.2039422712613,421.1738869503507,763.3327956994145,423.132823187857,670.3786641233562,418.7154035310613,805.9888381844214,514.6953912967826,715.9473931954518,512.5882100190912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,5,4.839931206976416,True
5,757.3505265341786,318.0696296150776,769.1709380312585,304.5936373302402,741.037096464716,307.5185405404147,790.5903149011451,307.2135065818043,718.3761887312858,314.19504378277617,824.1399770863134,367.2786246324154,697.2473591929485,364.34703943897733,851.1451084412433,425.88597318451883,636.1017760200654,402.9765286098832,749.9773446010456,431.6208457244236,676.8296723648161,414.8412953255725,802.6101946279913,526.5422314111246,723.4599575445803,524.4999629838235,772.0763036593678,565.5024662360007,712.4477969089041,565.3712775787346,781.8506522468058,697.566136567574,737.2815236628496,698.2044165197815,1080.0,1920.0,1,3.8745858323014204,True
5,1370.13479356368,399.55174240792206,1388.8552226437844,381.88873610834474,1350.6599856107093,384.8592731257918,0.0,0.0,1323.4602157752042,397.3716141422228,1560.4380723613472,519.2586136016372,1296.3476713178334,496.2098611038082,0.0,0.0,1309.1324855687262,627.8355610202956,0.0,0.0,1352.2639180696979,698.502374049438,0.0,0.0,1331.5412796347807,723.0012414295998,0.0,0.0,444.0167897465905,273.3628166504088,0.0,0.0,0.0,0.0,1080.0,1920.0,6,2.1801282656992385,True
6,0.0,0.0,0.0,0.0,0.0,0.0,1643.3370013151016,0.0,0.0,0.0,1586.093609698533,290.2059128803629,0.0,0.0,1397.787266458355,978.412897796838,0.0,0.0,1310.6059961233182,785.2915819733377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,7,0.0,True
6,446.62302915387676,505.62707480431817,466.78324562257717,477.925552811973,410.206792554895,485.1331576866104,502.49157900621685,489.7950737178971,360.00596003738383,508.4237910834488,562.2700255327995,614.3638082734027,303.2086223612678,626.5100389119115,632.6387707756265,740.6507736013821,164.87642082227984,733.6245616161299,468.45306932196365,770.3711801239843,313.65627741206,750.6470059500117,532.9999049057149,914.6524692710003,363.7702387089632,922.767966624569,246.02321771179453,443.1019749393927,361.6673146657052,997.411759772837,0.0,0.0,0.0,0.0,1080.0,1920.0,2,-2.796716279130635,False
6,1321.2896400219593,318.5065183550636,1336.3448343160528,299.86837747787735,1304.9232011349213,304.1998779327727,1367.8711128734349,295.51454104861574,1288.588083203586,306.90241854330674,1404.06067465486,359.08615913154495,1279.0199019233303,358.96897300225146,0.0,0.0,1230.7404841932575,414.0772881514595,0.0,0.0,1216.4526355738026,445.4288461015599,0.0,0.0,1299.6454850284545,510.6580375017512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,3,11.60409981175684,True
6,588.7529638386885,369.5190269570921,602.590994016229,350.49037545311904,565.0230315541651,354.2779179008604,621.5869605947881,359.4952497474778,528.8513287032222,369.6157074812158,667.7937028767451,461.49351398690715,494.8019649532829,470.2620702173236,691.4370463179151,580.0967337846326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,4,-0.09668052412371253,False
6,752.5133343446947,317.3039274401945,766.0051535372542,304.54943845026247,737.9004975804717,306.3940506181227,789.9382462456614,308.1301739976016,716.6623846552507,312.9010931451579,826.698480464282,366.4344968556531,688.5708423350337,366.97459582117386,847.8336964031207,427.84771349477165,644.4588937338024,418.86003601396084,760.778283428895,422.91319777265176,665.5852564113927,415.9620140253753,803.3947410436855,514.814978589125,714.2037422618614,512.5176847882695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,5,4.402834295036598,True
6,754.6842608401713,317.94760033798696,766.4929555241632,304.48021940127023,738.2861535934294,307.51466809031194,788.2603654112482,307.1053691793247,715.8310523396699,314.3366460770379,821.832444131248,367.5464502025817,695.6141962656551,364.41791907785483,847.9943036845001,425.8639496961608,633.4857165457242,402.1732314705599,746.3097629649762,432.4865305096197,672.3635414609369,414.53480700799173,800.4261189915605,526.9300059655396,721.4184679116039,524.6433133261379,769.0571049238536,568.6121738396662,708.7670348078171,568.2019133899288,778.6315994855067,699.3432009717249,731.0605666090655,699.5907899235235,1080.0,1920.0,1,3.610954260949029,True
6,1369.282443508081,400.68948836529506,1388.7863815613712,382.83023103251406,1349.4104166372092,385.4672653095359,0.0,0.0,1321.946147519368,397.61974800317256,1561.0344761614194,520.8984990202667,1294.374009932916,498.21441675108645,0.0,0.0,1314.1684587348943,638.5155346638436,0.0,0.0,1356.7636683595365,711.7866967670393,0.0,0.0,1330.5026771300465,733.1739741338105,0.0,0.0,268.0944851834729,165.05471254819412,0.0,0.0,0.0,0.0,1080.0,1920.0,6,3.069740362122502,True
7,0.0,0.0,0.0,0.0,0.0,0.0,1648.4130211634204,0.0,0.0,0.0,1581.9213193592054,294.9579512989575,0.0,0.0,1401.6153463159196,991.4223552940443,0.0,0.0,1307.4596683969664,786.9991358535214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,7,0.0,True
7,444.5191872321537,505.3285925943916,465.1725672441153,477.8248965337471,408.71420208745866,484.74576402819105,500.94606470996285,490.5849017403763,358.0990995333647,507.83266460365246,559.8026001316985,614.5738942648914,297.6549227680816,625.3200553554905,626.6776881654698,741.4655051117148,164.79301896067815,731.791281321926,465.258216259349,771.112558818249,311.05862511701895,751.6398010434193,531.4810547714086,906.4478190878516,359.0086321620967,914.9245571305631,368.7339814821421,654.2403973115138,353.3284744845553,989.563732301907,0.0,0.0,0.0,0.0,1080.0,1920.0,2,-2.504072009260881,False
7,1319.6830726117253,319.2085523702139,1334.7001214724291,300.06775585158505,1302.8532958927124,304.7254668796345,1365.9334391282305,295.02943550520934,1285.7687442204776,307.2590239374324,1402.7746611570713,359.2321483739017,1276.1505782102063,360.1607155214186,0.0,0.0,1228.4911765162356,416.84041243756604,0.0,0.0,1214.5953204320933,445.8849876058016,0.0,0.0,1297.0657339422914,513.3922181068359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,3,11.949528432781506,True
7,587.478165524983,369.96864369465055,600.8908545391216,350.7173023618166,563.4475652750148,354.8238077867865,619.0405506564659,359.6262265559142,526.5272095035947,370.605428229373,665.8580247407259,462.45858228305747,491.9696418243055,472.0682117222824,689.3956821662194,580.6134243828776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,4,-0.6367845347224375,False
7,750.126005952211,317.4323028962611,763.4679209224054,304.7798862297431,735.6765801799446,306.74207578877827,787.3773114940384,308.4421540092853,715.0009644605179,313.4908490419235,823.9167730762148,366.44898497919456,687.6112706058404,367.23689778554797,845.4955520413885,425.80935213993166,643.0250568412106,416.8382653099636,762.5144713343404,422.1536150111589,662.2035998769281,414.27705588634524,800.1260401855974,513.7414995394039,712.129098634807,511.47280245228086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,5,3.941453854337567,True
7,752.2856300812914,318.0395991804631,763.9479138069642,304.692434427819,736.0251216582428,307.8578807352449,785.8575699414869,307.16168561757604,714.0535531792314,314.634603894041,818.9619335994114,367.60711906478633,694.2001551713678,364.30338718234725,846.2920158718439,424.8220553299211,631.1044332442156,400.91036743500473,747.8096723421572,432.5237421115998,669.4108046284889,414.627409735349,795.739737317768,525.9718033801006,718.0427936352442,523.7200166354537,767.5713581216334,571.5798514005882,710.6128014931076,570.9656733549675,776.5289660769946,700.0401099847525,731.8123224166038,700.0849732220385,1080.0,1920.0,1,3.4049952864220927,True
7,1368.70566337766,401.84102175329,1388.7986099804343,383.4449087258055,1348.4043797581553,386.00898558512836,0.0,0.0,1320.686642177533,397.48375487080085,1550.5278748090986,519.4503839056546,1293.0678841749134,501.1260405617661,0.0,0.0,1319.516171638612,648.4708185214819,0.0,0.0,1362.213177204832,719.323503349012,0.0,0.0,1328.9989500732856,741.1073413320294,0.0,0.0,146.03359864113773,89.90686111874277,0.0,0.0,0.0,0.0,1080.0,1920.0,6,4.357266882489171,True
7,1360.607011318994,405.6827415827896,1376.6733832168504,385.2672583449371,1343.2415450659264,389.2123139653851,1451.3423204857486,399.991762272106,1322.789770015717,398.470580604425,1463.9679282889754,496.1923931462839,1293.3950504083487,499.69078278116825,0.0,0.0,602.5286613339075,294.08542225594124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,8,5.690979310683645,True
8,0.0,0.0,0.0,0.0,0.0,0.0,1653.4113847912752,0.0,0.0,0.0,1580.2953270711985,300.51619239978936,0.0,0.0,1404.5611824673322,999.3242223339686,0.0,0.0,1314.6688903505062,791.4065411135487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,7,0.0,True
8,443.4513521027758,504.82685435843405,464.4048345976371,477.4484153952971,408.03428688421116,484.03150540959143,499.8972258263652,490.6545922072474,356.79102204641254,506.63566345144216,557.7876800642699,614.1601687110642,294.084309039516,623.6625761752039,623.0122741949398,740.8882106685262,164.2726286493573,729.3789861740905,464.38289407614457,770.9671899287265,309.6940484634212,751.8812072489959,531.2943954910542,900.152019703264,356.93860643017547,908.656347523185,452.99532348736693,801.9195961788367,346.1760328479199,984.8255552701302,0.0,0.0,0.0,0.0,1080.0,1920.0,2,-1.808809093008108,False
8,1318.5905461754026,319.4057360989956,1333.4985644411631,299.9077440166398,1301.1598981316604,305.00108075661046,1364.3820033356524,294.50134849046003,1283.289818919991,307.8170115034424,1401.7263847059721,359.46752746530245,1273.1802051756965,361.6158835041771,0.0,0.0,1224.8958053452347,419.6321528988918,0.0,0.0,1211.5912248648244,446.52525862949324,0.0,0.0,1296.000850611973,517.0537420851791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,3,11.588724595553174,True
8,586.232536942217,370.2024337595836,599.4271895448004,350.8382590219729,562.0697399058583,354.98757938130206,616.8293654541058,359.88909104676765,524.6485268721465,370.9897298253018,663.334434843301,463.3031570065706,489.9243110610347,473.3959528238935,686.9203099684155,580.2913333243682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,4,-0.7872960657182375,False
8,748.1631874517117,316.8503811821388,761.295672023611,304.1709003270329,733.4080499727432,306.43605372558665,784.9040842750188,308.31711204659547,712.5096089241974,314.10663828990295,821.5309023354561,366.9998049293528,685.3331115915661,368.1573166041405,843.049668731691,425.1364172964632,640.3758559092452,416.28975195200127,763.2812718812316,422.052214071048,661.8830126706323,413.71126929527804,797.0402743410682,513.291820358961,709.1619186462034,511.1519417038402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,5,2.7437428922358436,True
8,750.4167591603901,317.1879382639101,761.8405625471078,303.8633415153094,733.9171237690301,307.353819091427,783.6123289880561,306.6472356177304,711.7687633493945,314.8587312530503,816.7524264487898,367.977546339664,692.005590113174,364.3042031311036,844.2026462811906,424.70117631027034,628.1671868155177,399.5948064950074,748.1733294279819,432.9575264465873,669.5860026440838,414.46199218584803,790.7834892261457,525.3939882043672,713.331007029532,522.9270146833602,763.0068185668852,571.4065643937287,708.2797170792674,570.3336501406997,771.0264926007093,698.9976536541012,728.8592361382457,698.2347006185273,1080.0,1920.0,1,2.329207010859818,True
8,1368.0729424551669,402.4990231814778,1388.4191172939595,383.8793932283931,1347.6821003355928,386.2423133400696,0.0,0.0,1319.759393189624,397.50270994927195,1534.9348347571747,516.6589173476681,1292.2526078205076,503.2897464224885,0.0,0.0,1319.345685911283,653.3581178555014,0.0,0.0,1361.9128928351206,717.0098664192279,0.0,0.0,1328.1945920587304,744.7178891041742,0.0,0.0,64.707475012992,39.83772243834,0.0,0.0,0.0,0.0,1080.0,1920.0,6,4.996313232205864,True
8,1359.1128527499293,406.2889607715666,1375.7567504607568,385.80823165611497,1341.704009277292,389.3951994035818,1566.932515672941,432.51797272504086,1321.173130811049,398.12978562322314,1462.8604086813343,497.16359526097483,1291.3375798462566,499.71408774258856,0.0,0.0,183.18128615491344,89.62184299124142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,8,-26.22901195347424,False
9,0.0,0.0,0.0,0.0,0.0,0.0,1657.0451404224207,0.0,0.0,0.0,1580.0139816292908,305.09673637882173,0.0,0.0,1408.0432908281857,1004.6016194690427,0.0,0.0,1323.773762520626,796.4984286441962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,7,0.0,True
9,442.5024322639882,504.67534573119667,463.65915016874806,477.29447835488384,407.24715515294275,483.590362272163,498.758466490751,490.5394449327082,355.11518669411345,505.5599516395251,556.6825545403063,613.8527860937505,290.4575710750988,622.6052347564855,620.4205474940064,740.4802451514439,161.25214775411416,728.9383375527265,464.5058117762985,770.4683622719034,308.8279463431039,751.3804189959799,531.3186091466536,896.2214480433214,354.964592723601,904.6101932141453,510.0540432623328,899.4397913995286,341.9254164248734,979.4247984094254,0.0,0.0,0.0,0.0,1080.0,1920.0,2,-0.8846059083284104,False
9,1317.9235543333348,319.1953669961535,1332.6162367083518,299.5364828345106,1299.9345334427564,304.89133430509844,1362.5611201304864,293.8266205495481,1281.0185134086048,307.84457805337775,1399.762207500455,358.8708479233302,1270.6175995382127,361.97742429387955,0.0,0.0,1223.035172856951,420.64393974886633,0.0,0.0,1208.9808392945217,447.4014797667485,0.0,0.0,1294.7879156714337,519.5531486587962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,3,11.35078894277575,True
9,583.5119113473911,370.8465949818757,596.5219481614698,351.57109653356474,559.9814635168,355.77293912997266,614.5843495830264,360.87749149002974,523.9110818860073,372.46569061113604,659.7575300047159,464.1353720317183,488.9630034048464,475.4005753158614,685.6437070639599,578.1869459661641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,4,-1.6190956292603573,False
9,746.3403738188113,316.0892502052348,759.286847961756,303.4673159848023,731.3263980866989,305.96716130915814,782.4874013894344,308.166439377443,710.1554811653599,314.57525470158805,818.9929395058855,367.02054522495473,683.4899169151611,368.59189874342746,840.0509359700642,424.0146542939802,638.6878967089854,415.2060777634488,760.4870341464581,421.9401894868333,661.089358330847,412.71535211777933,793.9329506670614,512.06339546489,706.51758886482,510.0010900172937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,5,1.513995503646754,True
9,748.6270297064763,316.34553972036156,759.8929015476125,303.14784579720674,732.0035894069771,306.8034135165851,781.4952931635129,306.30158068233567,709.6020372776305,314.89594186782625,814.7155673058786,367.9490701188079,689.703729623412,364.2827826518048,841.8080620704598,424.64307645520734,624.9994997077076,399.13249295798283,744.9819918645918,434.4914066122891,668.9226923894968,413.97150509909716,787.9891868561125,525.0207479585918,710.305531745641,522.5532209632183,760.8729833246003,571.3647842223002,706.8076033239786,570.1559318984307,771.0975119857692,698.0213983342264,728.4106297717224,696.5816962002008,1080.0,1920.0,1,1.4495978525353053,True
9,1367.2838557944222,402.86571908708186,1387.3729147295735,384.0219711683181,1346.8819510922617,386.40493980506164,0.0,0.0,1318.7131415876802,397.1922089913716,1516.959370698259,512.1442580293038,1290.7932244056346,503.5142371202744,0.0,0.0,1312.6226124431284,650.7178098504648,0.0,0.0,1355.3059353680737,716.9926765375664,0.0,0.0,1327.1947654445019,741.4436189930517,0.0,0.0,13.231862383519399,8.146311703108816,0.0,0.0,0.0,0.0,1080.0,1920.0,6,5.673510095710242,True
9,1358.1112699403157,406.6903391780482,1375.035627420556,386.16474259316755,1340.329495871038,389.5541591819915,1604.7297907099137,443.36676152580816,1319.0543862626555,397.7193848902358,1460.163248832011,496.8461443094097,1289.1892996025756,498.7736172220599,0.0,0.0,567.90359783528,280.94114945194565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,8,-36.67642234775997,False
10,0.0,0.0,0.0,0.0,0.0,0.0,1659.1610169604123,0.0,0.0,0.0,1581.0827227915722,308.2451116397281,0.0,0.0,1412.74733927762,1009.2198221560035,0.0,0.0,1324.6467278035016,796.1494819202229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,7,0.0,True
10,442.11972082509004,505.2287747460117,462.5299351741318,477.935321418203,406.62795341040845,484.5639294862818,496.8940337937412,490.6054656723759,354.1660894551006,506.6348192224169,556.9903556674891,614.4034052513028,289.74334303719223,623.2056080454204,620.9182938062903,740.3862754847439,157.19055634367064,729.2795344100258,465.7602608982744,768.8055986447351,310.02074826823286,749.3829788309027,531.7345027396135,901.4039674061701,354.2945569022283,909.5280631590607,546.9496362950956,969.6226078602172,338.48749472411413,984.1291820638482,0.0,0.0,0.0,0.0,1080.0,1920.0,2,-1.4060444764052136,False
10,1316.2719903484299,319.89448437375967,1331.16742301842,300.226386419479,1298.1265291681232,305.53469297991546,1361.1266194132284,294.21298503311135,1278.7890098454513,308.064981982969,1397.6227945028163,358.8996995525632,1268.0222649047803,362.19644995545633,0.0,0.0,1220.195814697192,423.2715921939564,0.0,0.0,1205.1244279587959,448.4408905171986,0.0,0.0,1292.9584230605005,522.6104565457618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,3,11.829502390790651,True
10,581.503681189807,371.19285321914555,593.9109130862078,352.3425068483017,558.9322052266909,356.4651035869986,611.8597832454218,361.7890255104064,524.5862116191853,373.26250256340757,656.4800291139578,464.5157306462729,488.54603684923904,475.25648470159433,684.7730829557808,576.4370740805316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,4,-2.069649344262018,False
10,744.7854170974261,314.9098247977266,757.4985914656226,302.38094192363087,729.5616575707317,305.1624210554853,780.3540014765905,307.6295110433386,708.3425880629433,314.80476603598436,816.7407205359757,366.50536828059523,682.6665301460893,368.55342688710437,836.9073812452608,422.6866076276427,637.8196336100133,413.8449327449164,757.2193741526482,422.401928585673,659.8189233752857,412.68583962577696,791.1187596622011,510.87228552678675,704.7438834045236,508.8305097672025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,5,0.10505876174227069,True
10,747.024879362882,314.98009877555586,757.9906634878472,302.1872670636858,730.2502770653239,305.80765172314614,780.1044093262409,305.97166774670814,708.1580932449879,314.7627523500523,813.2379790363931,367.6096253423436,688.7504833244035,364.9688329793455,841.1272236151159,424.0238092987026,622.5789839168503,399.5297792116197,743.9515108371211,436.58442890941086,670.5573062931217,414.51360241294657,787.0307660719778,524.1867996569162,710.3014077026186,522.06893047692,752.6541185381835,574.6432870052386,702.4251384707705,573.760873737085,768.38731026415,699.2859111976129,728.9924409407554,696.2641812858769,1080.0,1920.0,1,0.21734642550353556,True
10,1366.422590426561,402.8731113917961,1386.2349073570604,383.8339198232008,1346.3395268067577,386.25993161909923,635.7541001770147,174.78140725030934,1318.601785507362,396.38504983253034,1500.4143850235366,507.68814630123114,1289.474217105408,503.1671260402514,0.0,0.0,1303.869722311492,647.4692074187665,0.0,0.0,1349.3353347388295,720.5457693378005,0.0,0.0,1326.7670482090734,738.8078714970255,0.0,0.0,-16.632865937612635,-10.240169260872742,0.0,0.0,0.0,0.0,1080.0,1920.0,6,6.488061559265759,True
10,1357.088392054492,406.57500345109173,1374.5148169558083,386.02750268340776,1339.3657840886756,389.1378117771302,1603.3353268862809,442.9400431367676,1318.2539868585206,396.877553184564,1458.4340151971721,496.8756115403425,1289.1333752349983,498.039248459101,0.0,0.0,248.3528499538679,123.85511601139959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1920.0,8,-36.36503968567587,False
